VAR,col
HCPCS_MDFR_CD_99,756
HCPCS_MDFR_CD_GN,757
HCPCS_MDFR_CD_GO,758
HCPCS_MDFR_CD_GP,759
HCPCS_MDFR_CD_GY,760
HCPCS_MDFR_CD_JA,761
HCPCS_MDFR_CD_JW,762
HCPCS_MDFR_CD_LT,763
HCPCS_MDFR_CD_PO,764
HCPCS_MDFR_CD_QW,765
HCPCS_MDFR_CD_RT,766
HCPCS_MDFR_CD_TC,767
HCPCS_MDFR_CD_UD,768
HCPCS_MDFR_CD_XU,769
ICD_A419,770
ICD_B20,771
ICD_B349,772
ICD_B351,773
ICD_C189,774
ICD_C20,775
ICD_C3490,776
ICD_C50411,777
ICD_C50412,778
ICD_C50911,779
ICD_C50912,780
ICD_C50919,781
ICD_C61,782
ICD_C787,783
ICD_C7951,784
ICD_C9000,785
ICD_D122,786
ICD_D123,787
ICD_D125,788
ICD_D225,789
ICD_D259,790
ICD_D485,791
ICD_D500,792
ICD_D509,793
ICD_D62,794
ICD_D631,795
ICD_D649,796
ICD_D696,797
ICD_D72829,798
ICD_E038,799
ICD_E039,800
ICD_E041,801
ICD_E063,802
ICD_E1065,803
ICD_E109,804
ICD_E1122,805
ICD_E1140,806
ICD_E1142,807
ICD_E11621,808
ICD_E1165,809
ICD_E1169,810
ICD_E118,811
ICD_E119,812
ICD_E291,813
ICD_E43,814
ICD_E46,815
ICD_E538,816
ICD_E559,817
ICD_E6601,818
ICD_E6609,819
ICD_E663,820
ICD_E669,821
ICD_E7800,822
ICD_E781,823
ICD_E782,824
ICD_E784,825
ICD_E785,826
ICD_E8342,827
ICD_E860,828
ICD_E871,829
ICD_E872,830
ICD_E875,831
ICD_E876,832
ICD_F0390,833
ICD_F1010,834
ICD_F1020,835
ICD_F1120,836
ICD_F1210,837
ICD_F1220,838
ICD_F1320,839
ICD_F1420,840
ICD_F1520,841
ICD_F17200,842
ICD_F17210,843
ICD_F3181,844
ICD_F319,845
ICD_F321,846
ICD_F329,847
ICD_F330,848
ICD_F331,849
ICD_F332,850
ICD_F339,851
ICD_F341,852
ICD_F39,853
ICD_F410,854
ICD_F411,855
ICD_F418,856
ICD_F419,857
ICD_F4310,858
ICD_F4312,859
ICD_F4320,860
ICD_F4321,861
ICD_F4322,862
ICD_F4323,863
ICD_F800,864
ICD_F801,865
ICD_F802,866
ICD_F809,867
ICD_F82,868
ICD_F840,869
ICD_F900,870
ICD_F902,871
ICD_F909,872
ICD_G20,873
ICD_G35,874
ICD_G40909,875
ICD_G43709,876
ICD_G43909,877
ICD_G4700,878
ICD_G4730,879
ICD_G4733,880
ICD_G629,881
ICD_G809,882
ICD_G8918,883
ICD_G8929,884
ICD_G894,885
ICD_G9340,886
ICD_H04123,887
ICD_H2511,888
ICD_H2512,889
ICD_H2513,890
ICD_H40013,891
ICD_H5203,892
ICD_H5213,893
ICD_H52223,894
ICD_H524,895
ICD_H6123,896
ICD_H903,897
ICD_I10,898
ICD_I110,899
ICD_I119,900
ICD_I120,901
ICD_I129,902
